seqid,source,type,start,end,score,strand,phase,length,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,substrain,gene,gene_biotype,gene_synonym,locus_tag,Parent,product,protein_id,transl_table,mobile_element_type,Note,pseudo,orig_protein_id,exception,transl_except
NC_000913.3,RefSeq,gene,2484374,2487967,,+,,3594,gene-b2370,"ECOCYC:EG11610,GeneID:946844",,evgS,Gene,,,,,evgS,protein_coding,ECK2366,b2370,,,,,,,,,,
NC_000913.3,RefSeq,gene,2488023,2489168,,-,,1146,gene-b2371,"ECOCYC:G7234,GeneID:946432",,yfdE,Gene,,,,,yfdE,protein_coding,ECK2367,b2371,,,,,,,,,,
NC_000913.3,RefSeq,gene,2489242,2490186,,-,,945,gene-b2372,"ECOCYC:G7235,GeneID:949110",,yfdV,Gene,,,,,yfdV,protein_coding,ECK2368,b2372,,,,,,,,,,
NC_000913.3,RefSeq,gene,2490256,2491950,,-,,1695,gene-b2373,"ECOCYC:G7236,GeneID:946845",,oxc,Gene,,,,,oxc,protein_coding,"ECK2369,yfdU",b2373,,,,,,,,,,
NC_000913.3,RefSeq,gene,2492004,2493254,,-,,1251,gene-b2374,"ECOCYC:G7237,GeneID:946842",,frc,Gene,,,,,frc,protein_coding,"ECK2370,yfdW",b2374,,,,,,,,,,
NC_000913.3,RefSeq,gene,2493767,2494402,,-,,636,gene-b2375,"ECOCYC:G7238,GeneID:949108",,yfdX,Gene,,,,,yfdX,protein_coding,ECK2371,b2375,,,,,,,,,,
NC_000913.3,RefSeq,gene,2494698,2494973,,+,,276,gene-b2376,"ECOCYC:G7239,GeneID:949107",,ypdI,Gene,,,,,ypdI,protein_coding,ECK2372,b2376,,,,,,,,,,
NC_000913.3,RefSeq,gene,2495050,2495292,,-,,243,gene-b2377,"ECOCYC:G7240,GeneID:948842",,yfdY,Gene,,,,,yfdY,protein_coding,ECK2373,b2377,,,,,,,,,,
NC_000913.3,RefSeq,gene,2495645,2496565,,+,,921,gene-b2378,"ECOCYC:G7241,GeneID:946847",,lpxP,Gene,,,,,lpxP,protein_coding,"ddg,ECK2374",b2378,,,,,,,,,,
NC_000913.3,RefSeq,gene,2496921,2496992,,+,,72,gene-b4680,"ECOCYC:G0-10647,GeneID:7751622",,ypdK,Gene,,,,,ypdK,protein_coding,ECK4495,b4680,,,,,,,,,,
NC_000913.3,RefSeq,gene,2497057,2498295,,-,,1239,gene-b2379,"ECOCYC:G7242,GeneID:946850",,alaC,Gene,,,,,alaC,protein_coding,"ECK2375,yfdZ",b2379,,,,,,,,,,
NC_000913.3,RefSeq,gene,2498671,2500368,,+,,1698,gene-b2380,"ECOCYC:G7243,GeneID:946723",,pyrS,Gene,,,,,pyrS,protein_coding,"ECK2376,ypdA",b2380,,,,,,,,,,
NC_000913.3,RefSeq,gene,2500383,2501117,,+,,735,gene-b2381,"ECOCYC:G7244,GeneID:947395",,pyrR,Gene,,,,,pyrR,protein_coding,"ECK2377,ypdB",b2381,,,,,,,,,,
NC_000913.3,RefSeq,gene,2501130,2501987,,+,,858,gene-b2382,"ECOCYC:G7245,GeneID:946856",,ypdC,Gene,,,,,ypdC,protein_coding,ECK2378,b2382,,,,,,,,,,
NC_000913.3,RefSeq,gene,2501990,2504485,,-,,2496,gene-b2383,"ECOCYC:G7246,GeneID:946852",,fryA,Gene,,,,,fryA,protein_coding,"ECK2379,ypdD",b2383,,,,,,,,,,
NC_000913.3,RefSeq,gene,2504510,2505547,,-,,1038,gene-b2384,"ECOCYC:G7247,GeneID:946848",,ypdE,Gene,,,,,ypdE,protein_coding,ECK2380,b2384,,,,,,,,,,
NC_000913.3,RefSeq,gene,2505547,2506632,,-,,1086,gene-b2385,"ECOCYC:G7248,GeneID:946853",,ypdF,Gene,,,,,ypdF,protein_coding,ECK2381,b2385,,,,,,,,,,
NC_000913.3,RefSeq,gene,2506647,2507894,,-,,1248,gene-b2386,"ECOCYC:G7249,GeneID:949111",,fryC,Gene,,,,,fryC,protein_coding,"ECK2382,ypdG",b2386,,,,,,,,,,
NC_000913.3,RefSeq,gene,2507916,2508242,,-,,327,gene-b2387,"ECOCYC:G7250,GeneID:949087",,fryB,Gene,,,,,fryB,protein_coding,"ECK2383,ypdH",b2387,,,,,,,,,,
NC_000913.3,RefSeq,gene,2508461,2509426,,-,,966,gene-b2388,"ECOCYC:EG12957,GeneID:946858",,glk,Gene,,,,,glk,protein_coding,ECK2384,b2388,,,,,,,,,,
NC_000913.3,RefSeq,gene,2509630,2510886,,+,,1257,gene-b2389,"ECOCYC:G7251,GeneID:946854",,yfeO,Gene,,,,,yfeO,protein_coding,ECK2385,b2389,,,,,,,,,,
NC_000913.3,RefSeq,gene,2511001,2511327,,+,,327,gene-b2390,"ECOCYC:G7252,GeneID:946855",,ypeC,Gene,,,,,ypeC,protein_coding,ECK2386,b2390,,,,,,,,,,
NC_000913.3,RefSeq,gene,2511468,2512706,,-,,1239,gene-b2392,"ECOCYC:G7254,GeneID:946899",,mntH,Gene,,,,,mntH,protein_coding,"ECK2387,mntA,yfeP",b2392,,,,,,,,,,
NC_000913.3,RefSeq,gene,2512687,2512776,,-,,90,gene-b4819,"ECOCYC:G0-17094,GeneID:71004568",,ypeD,Gene,,,,,ypeD,protein_coding,ECK4676,b4819,,,,,,,,,,
NC_000913.3,RefSeq,gene,2513042,2514244,,+,,1203,gene-b2393,"ECOCYC:EG11971,GeneID:946895",,nupC,Gene,,,,,nupC,protein_coding,"cru,ECK2388",b2393,,,,,,,,,,
NC_000913.3,RefSeq,gene,2514331,2515443,,+,,1113,gene-b2394,"ECOCYC:G7255,GeneID:946896",,insL3,Gene,,,,,insL3,protein_coding,"ECK0016,yi81-3",b2394,,,,,,,,,,
NC_000913.3,RefSeq,gene,2515643,2517832,,-,,2190,gene-b2395,"ECOCYC:EG11145,GeneID:946864",,pdeA,Gene,,,,,pdeA,protein_coding,"ECK2389,yfeA",b2395,,,,,,,,,,
NC_000913.3,RefSeq,gene,2518041,2518116,,-,,76,gene-b2396,"ECOCYC:EG30012,GeneID:946859",,alaX,Gene,,,,,alaX,tRNA,"alaWbeta,ECK2390",b2396,,,,,,,,,,
NC_000913.3,RefSeq,gene,2518156,2518231,,-,,76,gene-b2397,"ECOCYC:EG30011,GeneID:946860",,alaW,Gene,,,,,alaW,tRNA,"alaWalpha,ECK2391",b2397,,,,,,,,,,
NC_000913.3,RefSeq,gene,2518467,2518811,,+,,345,gene-b2398,"ECOCYC:EG11431,GeneID:946857",,yfeC,Gene,,,,,yfeC,protein_coding,ECK2392,b2398,,,,,,,,,,
NC_000913.3,RefSeq,gene,2518813,2519205,,+,,393,gene-b2399,"ECOCYC:EG11432,GeneID:946865",,yfeD,Gene,,,,,yfeD,protein_coding,ECK2393,b2399,,,,,,,,,,
NC_000913.3,RefSeq,gene,2519257,2520672,,-,,1416,gene-b2400,"ECOCYC:EG10407,GeneID:946906",,gltX,Gene,,,,,gltX,protein_coding,"ECK2394,gltM,gluRS",b2400,,,,,,,,,,
NC_000913.3,RefSeq,gene,2520931,2521006,,+,,76,gene-b2401,"ECOCYC:EG30110,GeneID:946824",,valU,Gene,,,,,valU,tRNA,"ECK2395,valUalpha",b2401,,,,,,,,,,
NC_000913.3,RefSeq,gene,2521051,2521126,,+,,76,gene-b2402,"ECOCYC:EG30113,GeneID:946817",,valX,Gene,,,,,valX,tRNA,"ECK2396,valU-beta,valUbeta",b2402,,,,,,,,,,
NC_000913.3,RefSeq,gene,2521173,2521248,,+,,76,gene-b2403,"ECOCYC:EG30114,GeneID:946870",,valY,Gene,,,,,valY,tRNA,"ECK2397,valUgamma",b2403,,,,,,,,,,
NC_000913.3,RefSeq,gene,2521253,2521328,,+,,76,gene-b2404,"ECOCYC:EG30056,GeneID:946866",,lysV,Gene,,,,,lysV,tRNA,"ECK2398,supN",b2404,,,,,,,,,,
NC_000913.3,RefSeq,gene,2521593,2522477,,-,,885,gene-b2405,"ECOCYC:EG11146,GeneID:946862",,xapR,Gene,,,,,xapR,protein_coding,"ECK2399,pndR,pRndR,yfeB",b2405,,,,,,,,,,
NC_000913.3,RefSeq,gene,2522729,2523985,,-,,1257,gene-b2406,"ECOCYC:EG13159,GeneID:946868",,xapB,Gene,,,,,xapB,protein_coding,ECK2400,b2406,,,,,,,,,,
NC_000913.3,RefSeq,gene,2524045,2524878,,-,,834,gene-b2407,"ECOCYC:G85,GeneID:946878",,xapA,Gene,,,,,xapA,protein_coding,"ECK2401,pndA",b2407,,,,,,,,,,
NC_000913.3,RefSeq,gene,2525127,2525891,,+,,765,gene-b2408,"ECOCYC:G7256,GeneID:946872",,yfeN,Gene,,,,,yfeN,protein_coding,ECK2402,b2408,,,,,,,,,,
NC_000913.3,RefSeq,gene,2525930,2526856,,-,,927,gene-b2409,"ECOCYC:G7257,GeneID:946873",,yfeR,Gene,,,,,yfeR,protein_coding,ECK2403,b2409,,,,,,,,,,
NC_000913.3,RefSeq,gene,2526946,2527944,,+,,999,gene-b2410,"ECOCYC:EG12376,GeneID:946874",,yfeH,Gene,,,,,yfeH,protein_coding,ECK2404,b2410,,,,,,,,,,
NC_000913.3,RefSeq,gene,2527941,2528159,,-,,219,gene-b4546,"ECOCYC:G0-10462,GeneID:1450285",,ypeB,Gene,,,,,ypeB,protein_coding,ECK2405,b4546,,,,,,,,,,
NC_000913.3,RefSeq,gene,2528161,2530176,,-,,2016,gene-b2411,"ECOCYC:EG10534,GeneID:946885",,ligA,Gene,,,,,ligA,protein_coding,"dnaL,ECK2406,lig,lop,pdeC",b2411,,,,,,,,,,
NC_000913.3,RefSeq,gene,2530247,2531233,,-,,987,gene-b2412,"ECOCYC:G7258,GeneID:946869",,zipA,Gene,,,,,zipA,protein_coding,ECK2407,b2412,,,,,,,,,,
NC_000913.3,RefSeq,gene,2531463,2532224,,+,,762,gene-b2413,"ECOCYC:EG10003,GeneID:946875",,cysZ,Gene,,,,,cysZ,protein_coding,ECK2408,b2413,,,,,,,,,,
NC_000913.3,RefSeq,gene,2532409,2533380,,+,,972,gene-b2414,"ECOCYC:EG10192,GeneID:946877",,cysK,Gene,,,,,cysK,protein_coding,"ECK2409,ssi5",b2414,,,,,,,,,,
NC_000913.3,RefSeq,gene,2533764,2534021,,+,,258,gene-b2415,"ECOCYC:EG10788,GeneID:946886",,ptsH,Gene,,,,,ptsH,protein_coding,"ctr,ECK2410,hpr",b2415,,,,,,,,,,
NC_000913.3,RefSeq,gene,2534066,2535793,,+,,1728,gene-b2416,"ECOCYC:EG10789,GeneID:946879",,ptsI,Gene,,,,,ptsI,protein_coding,"ctr,ECK2411",b2416,,,,,,,,,,
NC_000913.3,RefSeq,gene,2535834,2536343,,+,,510,gene-b2417,"ECOCYC:EG10165,GeneID:946880",,crr,Gene,,,,,crr,protein_coding,"ECK2412,gsr,iex,tgs,treD",b2417,,,,,,,,,,
NC_000913.3,RefSeq,gene,2536386,2537237,,-,,852,gene-b2418,"ECOCYC:G7259,GeneID:946881",,pdxK,Gene,,,,,pdxK,protein_coding,"ECK2413,pdxL,yfeI",b2418,,,,,,,,,,
NC_000913.3,RefSeq,gene,2537342,2537716,,+,,375,gene-b2419,"ECOCYC:G7260,GeneID:946876",,yfeK,Gene,,,,,yfeK,protein_coding,ECK2414,b2419,,,,,,,,,,
NC_000913.3,RefSeq,gene,2537749,2538483,,+,,735,gene-b2420,"ECOCYC:G7261,GeneID:946887",,yfeS,Gene,,,,,yfeS,protein_coding,ECK2415,b2420,,,,,,,,,,
NC_000913.3,RefSeq,gene,2538672,2539583,,-,,912,gene-b2421,"ECOCYC:EG10193,GeneID:946888",,cysM,Gene,,,,,cysM,protein_coding,ECK2416,b2421,,,,,,,,,,
NC_000913.3,RefSeq,gene,2539717,2540814,,-,,1098,gene-b2422,"ECOCYC:EG10183,GeneID:946889",,cysA,Gene,,,,,cysA,protein_coding,ECK2417,b2422,,,,,,,,,,
NC_000913.3,RefSeq,gene,2540804,2541679,,-,,876,gene-b2423,"ECOCYC:EG10198,GeneID:2847743",,cysW,Gene,,,,,cysW,protein_coding,ECK2418,b2423,,,,,,,,,,
NC_000913.3,RefSeq,gene,2541679,2542512,,-,,834,gene-b2424,"ECOCYC:EG10197,GeneID:946882",,cysU,Gene,,,,,cysU,protein_coding,"cysT,ECK2419",b2424,,,,,,,,,,
NC_000913.3,RefSeq,gene,2542512,2543528,,-,,1017,gene-b2425,"ECOCYC:EG10195,GeneID:946883",,cysP,Gene,,,,,cysP,protein_coding,ECK2420,b2425,,,,,,,,,,
NC_000913.3,RefSeq,gene,2543832,2544623,,-,,792,gene-b2426,"ECOCYC:EG12133,GeneID:946898",,ucpA,Gene,,,,,ucpA,protein_coding,"ECK2421,yfeF",b2426,,,,,,,,,,
NC_000913.3,RefSeq,gene,2544752,2545609,,-,,858,gene-b2427,"ECOCYC:G7262,GeneID:946568",,murR,Gene,,,,,murR,protein_coding,"ECK2422,yfeT",b2427,,,,,,,,,,
NC_000913.3,RefSeq,gene,2545773,2546669,,+,,897,gene-b2428,"ECOCYC:G7263,GeneID:946893",,murQ,Gene,,,,,murQ,protein_coding,"ECK2423,yfeU",b2428,,,,,,,,,,
NC_000913.3,RefSeq,gene,2546673,2548097,,+,,1425,gene-b2429,"ECOCYC:G7264,GeneID:946894",,murP,Gene,,,,,murP,protein_coding,"ECK2424,yfeV",b2429,,,,,,,,,,
NC_000913.3,RefSeq,gene,2548102,2549406,,+,,1305,gene-b2430,"ECOCYC:G7265,GeneID:946907",,yfeW,Gene,,,,,yfeW,protein_coding,ECK2425,b2430,,,,,,,,,,
NC_000913.3,RefSeq,gene,2549646,2550545,,-,,900,gene-b2431,"ECOCYC:G7266,GeneID:946913",,yfeX,Gene,,,,,yfeX,protein_coding,ECK2426,b2431,,,,,,,,,,
NC_000913.3,RefSeq,gene,2550641,2551216,,-,,576,gene-b2432,"ECOCYC:G7267,GeneID:946919",,yfeY,Gene,,,,,yfeY,protein_coding,ECK2427,b2432,,,,,,,,,,
NC_000913.3,RefSeq,gene,2551277,2551726,,-,,450,gene-b2433,"ECOCYC:G7268,GeneID:946918",,yfeZ,Gene,,,,,yfeZ,protein_coding,ECK2428,b2433,,,,,,,,,,
NC_000913.3,RefSeq,gene,2551713,2552138,,-,,426,gene-b2434,"ECOCYC:G7269,GeneID:946917",,ypeA,Gene,,,,,ypeA,protein_coding,ECK2429,b2434,,,,,,,,,,
NC_000913.3,RefSeq,gene,2552352,2553221,,+,,870,gene-b2435,"ECOCYC:EG11823,GeneID:946916",,amiA,Gene,,,,,amiA,protein_coding,"ECK2430,yfeE",b2435,,,,,,,,,,
NC_000913.3,RefSeq,gene,2553225,2554124,,+,,900,gene-b2436,"ECOCYC:EG12189,GeneID:946908",,hemF,Gene,,,,,hemF,protein_coding,"ECK2431,popB,sec",b2436,,,,,,,,,,
NC_000913.3,RefSeq,gene,2554130,2555182,,-,,1053,gene-b2437,"ECOCYC:EG12190,GeneID:946911",,eutR,Gene,,,,,eutR,protein_coding,"ECK2432,yfeG",b2437,,,,,,,,,,
NC_000913.3,RefSeq,gene,2555228,2555728,,-,,501,gene-b2438,"ECOCYC:G7270,GeneID:946912",,eutK,Gene,,,,,eutK,protein_coding,"ECK2433,yffI",b2438,,,,,,,,,,
NC_000913.3,RefSeq,gene,2555741,2556400,,-,,660,gene-b2439,"ECOCYC:G7271,GeneID:946914",,eutL,Gene,,,,,eutL,protein_coding,"ECK2434,yffJ",b2439,,,,,,,,,,
NC_000913.3,RefSeq,gene,2556410,2557297,,-,,888,gene-b2440,"ECOCYC:EG50007,GeneID:946925",,eutC,Gene,,,,,eutC,protein_coding,ECK2435,b2440,,,,,,,,,,
NC_000913.3,RefSeq,gene,2557318,2558679,,-,,1362,gene-b2441,"ECOCYC:EG50006,GeneID:946924",,eutB,Gene,,,,,eutB,protein_coding,ECK2436,b2441,,,,,,,,,,
NC_000913.3,RefSeq,gene,2558858,2560066,,+,,1209,gene-b2442,"ECOCYC:G7272,GeneID:946923",,intZ,Gene,,,,,intZ,protein_coding,ECK2437,b2442,,,,,,,,,,
NC_000913.3,RefSeq,gene,2560257,2560898,,+,,642,gene-b2443,"ECOCYC:G7273,GeneID:946922",,yffL,Gene,,,,,yffL,protein_coding,ECK2438,b2443,,,,,,,,,,
NC_000913.3,RefSeq,gene,2561368,2561613,,+,,246,gene-b2444,"ECOCYC:G7274,GeneID:946921",,yffM,Gene,,,,,yffM,protein_coding,ECK2439,b2444,,,,,,,,,,
NC_000913.3,RefSeq,gene,2561625,2561993,,+,,369,gene-b2445,"ECOCYC:G7275,GeneID:946930",,yffN,Gene,,,,,yffN,protein_coding,ECK2440,b2445,,,,,,,,,,
NC_000913.3,RefSeq,gene,2562111,2562527,,+,,417,gene-b2446,"ECOCYC:G7276,GeneID:946929",,yffO,Gene,,,,,yffO,protein_coding,ECK2441,b2446,,,,,,,,,,
NC_000913.3,RefSeq,gene,2562524,2563117,,+,,594,gene-b2447,"ECOCYC:G7277,GeneID:946928",,yffP,Gene,,,,,yffP,protein_coding,ECK2442,b2447,,,,,,,,,,
NC_000913.3,RefSeq,gene,2563592,2563969,,+,,378,gene-b2448,"ECOCYC:G7278,GeneID:946927",,yffQ,Gene,,,,,yffQ,protein_coding,ECK2443,b2448,,,,,,,,,,
NC_000913.3,RefSeq,gene,2563980,2564372,,+,,393,gene-b2449,"ECOCYC:G7279,GeneID:946931",,yffR,Gene,,,,,yffR,protein_coding,ECK2444,b2449,,,,,,,,,,
NC_000913.3,RefSeq,gene,2564523,2565332,,+,,810,gene-b2450,"ECOCYC:G7280,GeneID:946932",,yffS,Gene,,,,,yffS,protein_coding,ECK2445,b2450,,,,,,,,,,
NC_000913.3,RefSeq,gene,2565481,2566884,,-,,1404,gene-b2451,"ECOCYC:G7281,GeneID:946937",,eutA,Gene,,,,,eutA,protein_coding,"ECK2446,yffT",b2451,,,,,,,,,,
NC_000913.3,RefSeq,gene,2566881,2568107,,-,,1227,gene-b2452,"ECOCYC:G7282,GeneID:944979",,eutH,Gene,,,,,eutH,protein_coding,"ECK2447,yffU",b2452,,,,,,,,,,
NC_000913.3,RefSeq,gene,2568324,2569511,,-,,1188,gene-b2453,"ECOCYC:G7283,GeneID:946233",,eutG,Gene,,,,,eutG,protein_coding,"ECK2448,yffV",b2453,,,,,,,,,,
NC_000913.3,RefSeq,gene,2569501,2570337,,-,,837,gene-b2454,"ECOCYC:G7284,GeneID:947588",,eutJ,Gene,,,,,eutJ,protein_coding,"ECK2449,yffW",b2454,,,,,,,,,,
NC_000913.3,RefSeq,gene,2570348,2571751,,-,,1404,gene-b2455,"ECOCYC:G7285,GeneID:946943",,eutE,Gene,,,,,eutE,protein_coding,"ECK2450,yffX",b2455,,,,,,,,,,
NC_000913.3,RefSeq,gene,2571763,2572050,,-,,288,gene-b2456,"ECOCYC:G7286,GeneID:946945",,eutN,Gene,,,,,eutN,protein_coding,"cchB,ECK2451,yffY",b2456,,,,,,,,,,
NC_000913.3,RefSeq,gene,2572157,2572450,,-,,294,gene-b2457,"ECOCYC:G7287,GeneID:946942",,eutM,Gene,,,,,eutM,protein_coding,"cchA,ECK2452,yffZ",b2457,,,,,,,,,,
NC_000913.3,RefSeq,gene,2572489,2573505,,-,,1017,gene-b2458,"ECOCYC:G7288,GeneID:946940",,eutD,Gene,,,,,eutD,protein_coding,"ECK2453,eutI,ypfA",b2458,,,,,,,,,,
NC_000913.3,RefSeq,gene,2573502,2574305,,-,,804,gene-b2459,"ECOCYC:G7289,GeneID:946939",,eutT,Gene,,,,,eutT,protein_coding,"ECK2454,ypfB",b2459,,,,,,,,,,
NC_000913.3,RefSeq,gene,2574302,2575003,,-,,702,gene-b2460,"ECOCYC:G7290,GeneID:946935",,eutQ,Gene,,,,,eutQ,protein_coding,"ECK2455,ypfC",b2460,,,,,,,,,,
NC_000913.3,RefSeq,gene,2574978,2575457,,-,,480,gene-b2461,"ECOCYC:G7291,GeneID:946933",,eutP,Gene,,,,,eutP,protein_coding,"ECK2456,ypfD",b2461,,,,,,,,,,
NC_000913.3,RefSeq,gene,2575470,2575805,,-,,336,gene-b2462,"ECOCYC:G7292,GeneID:946936",,eutS,Gene,,,,,eutS,protein_coding,"ECK2457,ypfE",b2462,,,,,,,,,,
NC_000913.3,RefSeq,gene,2576098,2578377,,-,,2280,gene-b2463,"ECOCYC:G7293,GeneID:946947",,maeB,Gene,,,,,maeB,protein_coding,"ECK2458,ypfF",b2463,,,,,,,,,,
NC_000913.3,RefSeq,gene,2578666,2579616,,+,,951,gene-b2464,"ECOCYC:EG11797,GeneID:947006",,talA,Gene,,,,,talA,protein_coding,ECK2459,b2464,,,,,,,,,,
NC_000913.3,RefSeq,gene,2579636,2581639,,+,,2004,gene-b2465,"ECOCYC:EG12100,GeneID:945865",,tktB,Gene,,,,,tktB,protein_coding,ECK2460,b2465,,,,,,,,,,
NC_000913.3,RefSeq,gene,2581734,2582777,,-,,1044,gene-b2466,"ECOCYC:G7295,GeneID:946828",,ypfG,Gene,,,,,ypfG,protein_coding,ECK2461,b2466,,,,,,,,,,
NC_000913.3,RefSeq,gene,2582903,2583478,,-,,576,gene-b2467,"ECOCYC:EG12410,GeneID:947072",,nudK,Gene,,,,,nudK,protein_coding,"ECK2462,yffH",b2467,,,,,,,,,,
NC_000913.3,RefSeq,gene,2583546,2585525,,-,,1980,gene-b2468,"ECOCYC:EG12409,GeneID:947383",,aegA,Gene,,,,,aegA,protein_coding,"ECK2463,yffG",b2468,,,,,,,,,,
NC_000913.3,RefSeq,gene,2585731,2587431,,+,,1701,gene-b2469,"ECOCYC:EG11460,GeneID:946948",,narQ,Gene,,,,,narQ,protein_coding,ECK2464,b2469,,,,,,,,,,
NC_000913.3,RefSeq,gene,2587595,2590708,,+,,3114,gene-b2470,"ECOCYC:EG10014,GeneID:945464",,acrD,Gene,,,,,acrD,protein_coding,"ECK2465,yffA",b2470,,,,,,,,,,
NC_000913.3,RefSeq,gene,2590807,2590866,,-,,60,gene-b4606,"ECOCYC:G0-8888,GeneID:5061513",,ypfM,Gene,,,,,ypfM,protein_coding,ECK4415,b4606,,,,,,,,,,
NC_000913.3,RefSeq,gene,2591247,2591603,,+,,357,gene-b2471,"ECOCYC:EG11147,GeneID:946953",,yffB,Gene,,,,,yffB,protein_coding,ECK2466,b2471,,,,,,,,,,
NC_000913.3,RefSeq,gene,2591607,2592734,,+,,1128,gene-b2472,"ECOCYC:EG10208,GeneID:948313",,dapE,Gene,,,,,dapE,protein_coding,"ECK2467,msgB",b2472,,,,,,,,,,
NC_000913.3,RefSeq,gene,2592762,2592962,,+,,201,gene-b4547,"ECOCYC:G0-10463,GeneID:1450286",,ypfN,Gene,,,,,ypfN,protein_coding,ECK2468,b4547,,,,,,,,,,
NC_000913.3,RefSeq,gene,2593072,2593770,,-,,699,gene-b2473,"ECOCYC:G7296,GeneID:947571",,ypfH,Gene,,,,,ypfH,protein_coding,ECK2469,b2473,,,,,,,,,,
NC_000913.3,RefSeq,gene,2593844,2595859,,-,,2016,gene-b2474,"ECOCYC:G7297,GeneID:946053",,tmcA,Gene,,,,,tmcA,protein_coding,"ECK2470,ypfI",b2474,,,,,,,,,,
NC_000913.3,RefSeq,gene,2595874,2596737,,-,,864,gene-b2475,"ECOCYC:G7298,GeneID:946956",,ypfJ,Gene,,,,,ypfJ,protein_coding,ECK2471,b2475,,,,,,,,,,
NC_000913.3,RefSeq,gene,2596905,2597618,,-,,714,gene-b2476,"ECOCYC:EG10791,GeneID:946957",,purC,Gene,,,,,purC,protein_coding,"ade,ade(g),ECK2472",b2476,,,,,,,,,,
NC_000913.3,RefSeq,gene,2597831,2598865,,-,,1035,gene-b2477,"ECOCYC:EG10658,GeneID:946954",,bamC,Gene,,,,,bamC,protein_coding,"dapX,ECK2473,nlpB",b2477,,,,,,,,,,
NC_000913.3,RefSeq,gene,2598882,2599760,,-,,879,gene-b2478,"ECOCYC:EG10205,GeneID:946952",,dapA,Gene,,,,,dapA,protein_coding,ECK2474,b2478,,,,,,,,,,
NC_000913.3,RefSeq,gene,2599906,2600478,,+,,573,gene-b2479,"ECOCYC:EG11149,GeneID:946950",,gcvR,Gene,,,,,gcvR,protein_coding,"ECK2475,yffD",b2479,,,,,,,,,,
NC_000913.3,RefSeq,gene,2600478,2600948,,+,,471,gene-b2480,"ECOCYC:EG10108,GeneID:946949",,bcp,Gene,,,,,bcp,protein_coding,ECK2476,b2480,,,,,,,,,,
NC_000913.3,RefSeq,gene,2601201,2601818,,+,,618,gene-b2481,"ECOCYC:EG11150,GeneID:946959",,hyfA,Gene,,,,,hyfA,protein_coding,"ECK2477,yffE",b2481,,,,,,,,,,
NC_000913.3,RefSeq,gene,2601818,2603836,,+,,2019,gene-b2482,"ECOCYC:EG11282,GeneID:946961",,hyfB,Gene,,,,,hyfB,protein_coding,"ECK2478,yffF",b2482,,,,,,,,,,
NC_000913.3,RefSeq,gene,2603847,2604794,,+,,948,gene-b2483,"ECOCYC:G7300,GeneID:947492",,hyfC,Gene,,,,,hyfC,protein_coding,ECK2479,b2483,,,,,,,,,,
NC_000913.3,RefSeq,gene,2604811,2606250,,+,,1440,gene-b2484,"ECOCYC:G7301,GeneID:947290",,hyfD,Gene,,,,,hyfD,protein_coding,ECK2480,b2484,,,,,,,,,,
NC_000913.3,RefSeq,gene,2606262,2606912,,+,,651,gene-b2485,"ECOCYC:G7302,GeneID:945298",,hyfE,Gene,,,,,hyfE,protein_coding,ECK2481,b2485,,,,,,,,,,
NC_000913.3,RefSeq,gene,2606917,2608497,,+,,1581,gene-b2486,"ECOCYC:G7303,GeneID:946962",,hyfF,Gene,,,,,hyfF,protein_coding,ECK2482,b2486,,,,,,,,,,
NC_000913.3,RefSeq,gene,2608487,2610154,,+,,1668,gene-b2487,"ECOCYC:G7304,GeneID:946964",,hyfG,Gene,,,,,hyfG,protein_coding,ECK2483,b2487,,,,,,,,,,
NC_000913.3,RefSeq,gene,2610164,2610709,,+,,546,gene-b2488,"ECOCYC:G7305,GeneID:946965",,hyfH,Gene,,,,,hyfH,protein_coding,ECK2484,b2488,,,,,,,,,,
NC_000913.3,RefSeq,gene,2610706,2611464,,+,,759,gene-b2489,"ECOCYC:G7306,GeneID:946966",,hyfI,Gene,,,,,hyfI,protein_coding,ECK2485,b2489,,,,,,,,,,
NC_000913.3,RefSeq,gene,2611457,2611870,,+,,414,gene-b2490,"ECOCYC:G7307,GeneID:947713",,hyfJ,Gene,,,,,hyfJ,protein_coding,ECK2486,b2490,,,,,,,,,,
NC_000913.3,RefSeq,gene,2611900,2613912,,+,,2013,gene-b2491,"ECOCYC:G7308,GeneID:948886",,hyfR,Gene,,,,,hyfR,protein_coding,ECK2487,b2491,,,,,,,,,,
NC_000913.3,RefSeq,gene,2613934,2614782,,+,,849,gene-b2492,"ECOCYC:G7309,GeneID:949032",,focB,Gene,,,,,focB,protein_coding,ECK2488,b2492,,,,,,,,,,
NC_000913.3,RefSeq,gene,2614820,2615881,,-,,1062,gene-b2493,"ECOCYC:G7310,GeneID:945894",,yfgO,Gene,,,,,yfgO,protein_coding,"ECK2489,perM",b2493,,,,,,,,,,
NC_000913.3,RefSeq,gene,2616094,2617557,,+,,1464,gene-b2494,"ECOCYC:G7311,GeneID:947029",,bepA,Gene,,,,,bepA,protein_coding,"ECK2490,yfgC",b2494,,,,,,,,,,
NC_000913.3,RefSeq,gene,2617578,2617937,,+,,360,gene-b2495,"ECOCYC:G7312,GeneID:946974",,yfgD,Gene,,,,,yfgD,protein_coding,ECK2491,b2495,,,,,,,,,,
