seqid,source,type,start,end,score,strand,phase,length,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,substrain,gene,gene_biotype,gene_synonym,locus_tag,Parent,product,protein_id,transl_table,mobile_element_type,Note,pseudo,orig_protein_id,exception,transl_except
NC_000913.3,RefSeq,CDS,2882155,2882637,,-,0,483,cds-NP_417239.1,"UniProtKB/Swiss-Prot:P76632,GenBank:NP_417239.1,ECOCYC:G7429,GeneID:947223",,NP_417239.1,CDS,,,,,casB,,,b2759,gene-b2759,type I-E CRISPR system Cascade subunit CasB,NP_417239.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2882630,2884138,,-,0,1509,cds-NP_417240.1,"UniProtKB/Swiss-Prot:Q46901,GenBank:NP_417240.1,ECOCYC:G7430,GeneID:947222",,NP_417240.1,CDS,,,,,casA,,,b2760,gene-b2760,type I-E CRISPR system Cascade subunit CasA,NP_417240.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2884553,2887219,,-,0,2667,cds-NP_417241.1,"UniProtKB/Swiss-Prot:P38036,GenBank:NP_417241.1,ECOCYC:EG12634,GeneID:947229",,NP_417241.1,CDS,,,,,cas3,,,b2761,gene-b2761,CRISPR-associated endonuclease/helicase Cas3,NP_417241.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2887578,2888312,,-,0,735,cds-NP_417242.1,"UniProtKB/Swiss-Prot:P17854,GenBank:NP_417242.1,ECOCYC:EG10189,GeneID:947230",,NP_417242.1,CDS,,,,,cysH,,,b2762,gene-b2762,phosphoadenosine phosphosulfate reductase,NP_417242.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2888387,2890099,,-,0,1713,cds-NP_417243.1,"UniProtKB/Swiss-Prot:P17846,GenBank:NP_417243.1,ECOCYC:EG10190,GeneID:947231",,NP_417243.1,CDS,,,,,cysI,,,b2763,gene-b2763,sulfite reductase%2C hemoprotein subunit,NP_417243.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2890099,2891898,,-,0,1800,cds-NP_417244.1,"UniProtKB/Swiss-Prot:P38038,GenBank:NP_417244.1,ECOCYC:EG10191,GeneID:947239",,NP_417244.1,CDS,,,,,cysJ,,,b2764,gene-b2764,sulfite reductase%2C flavoprotein subunit,NP_417244.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2892214,2892579,,+,0,366,cds-NP_417245.1,"UniProtKB/Swiss-Prot:P65870,GenBank:NP_417245.1,ECOCYC:G7431,GeneID:945123",,NP_417245.1,CDS,,,,,queD,,,b2765,gene-b2765,6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase,NP_417245.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2892657,2893928,,+,0,1272,cds-NP_417246.4,"UniProtKB/Swiss-Prot:Q46904,GenBank:NP_417246.4,ECOCYC:G7432,GeneID:946114",,NP_417246.4,CDS,,,,,ygcN,,,b2766,gene-b2766,putative oxidoreductase with FAD/NAD(P)-binding domain,NP_417246.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2893919,2894179,,+,0,261,cds-NP_417247.2,"UniProtKB/Swiss-Prot:Q46905,GenBank:NP_417247.2,ECOCYC:G7433,GeneID:945120",,NP_417247.2,CDS,,,,,ygcO,,,b2767,gene-b2767,putative 4Fe-4S cluster-containing protein,NP_417247.2,11,,,,,,
NC_000913.3,RefSeq,CDS,2894196,2894771,,+,0,576,cds-NP_417248.1,"UniProtKB/Swiss-Prot:Q46906,GenBank:NP_417248.1,ECOCYC:G7434,GeneID:947536",,NP_417248.1,CDS,,,,,ygcP,,,b2768,gene-b2768,putative anti-terminator regulatory protein,NP_417248.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2894919,2895779,,-,0,861,cds-NP_417249.4,"UniProtKB/Swiss-Prot:Q46907,GenBank:NP_417249.4,ECOCYC:G7435,GeneID:946413",,NP_417249.4,CDS,,,,,ygcQ,,,b2769,gene-b2769,putative flavoprotein,NP_417249.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2895776,2896555,,-,0,780,cds-NP_417250.4,"UniProtKB/Swiss-Prot:Q46908,GenBank:NP_417250.4,ECOCYC:G7436,GeneID:947240",,NP_417250.4,CDS,,,,,ygcR,,,b2770,gene-b2770,putative flavoprotein,NP_417250.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2896533,2897870,,-,0,1338,cds-NP_417251.2,"UniProtKB/Swiss-Prot:Q46909,GenBank:NP_417251.2,ECOCYC:G7437,GeneID:947238",,NP_417251.2,CDS,,,,,ygcS,,,b2771,gene-b2771,putative transporter YgcS,NP_417251.2,11,,,,,,
NC_000913.3,RefSeq,CDS,2897964,2899418,,-,0,1455,cds-YP_026183.1,"UniProtKB/Swiss-Prot:Q46911,GenBank:YP_026183.1,ECOCYC:G7439,GeneID:2847709",,YP_026183.1,CDS,,,,,ygcU,,,b4463,gene-b4463,putative FAD-containing dehydrogenase,YP_026183.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2899488,2900273,,-,0,786,cds-NP_417254.4,"UniProtKB/Swiss-Prot:P76633,GenBank:NP_417254.4,ECOCYC:G7440,GeneID:947232",,NP_417254.4,CDS,,,,,ygcW,,,b2774,gene-b2774,putative deoxygluconate dehydrogenase,NP_417254.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2900592,2901869,,+,0,1278,cds-NP_417255.1,"UniProtKB/Swiss-Prot:P77031,GenBank:NP_417255.1,ECOCYC:EG13174,GeneID:947248",,NP_417255.1,CDS,,,,,yqcE,,,b2775,gene-b2775,putative transport protein YqcE,NP_417255.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2901896,2903374,,+,0,1479,cds-NP_417256.1,"UniProtKB/Swiss-Prot:P55138,GenBank:NP_417256.1,ECOCYC:G7442,GeneID:946193",,NP_417256.1,CDS,,,,,ygcE,,,b2776,gene-b2776,putative sugar kinase YgcE,NP_417256.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2904747,2905418,,-,0,672,cds-NP_417257.1,"UniProtKB/Swiss-Prot:P64554,GenBank:NP_417257.1,ECOCYC:G7443,GeneID:947527",,NP_417257.1,CDS,,,,,queE,,,b2777,gene-b2777,putative 7-carboxy-7-deazaguanine synthase QueE,NP_417257.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2905557,2905697,,+,0,141,cds-YP_002791252.1,"UniProtKB/Swiss-Prot:C1P612,GenBank:YP_002791252.1,ECOCYC:G0-10655,GeneID:7751618",,YP_002791252.1,CDS,,,,,yqcG,,,b4682,gene-b4682,cell envelope stress response protein YqcG,YP_002791252.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2905711,2906583,,+,0,873,cds-NP_417258.4,"UniProtKB/Swiss-Prot:P55140,GenBank:NP_417258.4,ECOCYC:G7444,GeneID:945247",,NP_417258.4,CDS,,,,,ygcG,,,b2778,gene-b2778,TPM domain-containing protein YgcG,NP_417258.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2906643,2907941,,-,0,1299,cds-NP_417259.1,"UniProtKB/Swiss-Prot:P0A6P9,GenBank:NP_417259.1,ECOCYC:EG10258,GeneID:945032",,NP_417259.1,CDS,,,,,eno,,,b2779,gene-b2779,enolase,NP_417259.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2908029,2909666,,-,0,1638,cds-NP_417260.1,"UniProtKB/Swiss-Prot:P0A7E5,GenBank:NP_417260.1,ECOCYC:EG10810,GeneID:946116",,NP_417260.1,CDS,,,,,pyrG,,,b2780,gene-b2780,CTP synthetase,NP_417260.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2909894,2910685,,-,0,792,cds-NP_417261.1,"UniProtKB/Swiss-Prot:P0AEY3,GenBank:NP_417261.1,ECOCYC:EG10572,GeneID:947254",,NP_417261.1,CDS,,,,,mazG,,,b2781,gene-b2781,nucleoside triphosphate pyrophosphohydrolase,NP_417261.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2910756,2911091,,-,0,336,cds-NP_417262.1,"UniProtKB/Swiss-Prot:P0AE70,GenBank:NP_417262.1,ECOCYC:EG11249,GeneID:947252",,NP_417262.1,CDS,,,,,mazF,,,b2782,gene-b2782,endoribonuclease toxin MazF,NP_417262.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2911091,2911339,,-,0,249,cds-NP_417263.1,"UniProtKB/Swiss-Prot:P0AE72,GenBank:NP_417263.1,ECOCYC:EG10571,GeneID:947245",,NP_417263.1,CDS,,,,,mazE,,,b2783,gene-b2783,antitoxin of the MazF-MazE toxin-antitoxin system MazE,NP_417263.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2911417,2913651,,-,0,2235,cds-NP_417264.1,"UniProtKB/Swiss-Prot:P0AG20,GenBank:NP_417264.1,ECOCYC:EG10835,GeneID:947244",,NP_417264.1,CDS,,,,,relA,,,b2784,gene-b2784,GDP/GTP pyrophosphokinase,NP_417264.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2913699,2915000,,-,0,1302,cds-NP_417265.1,"UniProtKB/Swiss-Prot:P55135,GenBank:NP_417265.1,ECOCYC:EG11247,GeneID:947243",,NP_417265.1,CDS,,,,,rlmD,,,b2785,gene-b2785,23S rRNA m(5)U1939 methyltransferase,NP_417265.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2915057,2917813,,+,0,2757,cds-NP_417266.1,"UniProtKB/Swiss-Prot:P0AEC5,GenBank:NP_417266.1,ECOCYC:EG11367,GeneID:947255",,NP_417266.1,CDS,,,,,barA,,,b2786,gene-b2786,sensor histidine kinase BarA,NP_417266.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2918045,2919385,,-,0,1341,cds-NP_417267.1,"UniProtKB/Swiss-Prot:P0AES2,GenBank:NP_417267.1,ECOCYC:G7445,GeneID:947258",,NP_417267.1,CDS,,,,,gudD,,,b2787,gene-b2787,D-glucarate dehydratase,NP_417267.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2919406,2920746,,-,0,1341,cds-NP_417268.1,"UniProtKB/Swiss-Prot:Q46915,GenBank:NP_417268.1,ECOCYC:G7446,GeneID:947261",,NP_417268.1,CDS,,,,,gudX,,,b2788,gene-b2788,glucarate dehydratase-related protein,NP_417268.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2920748,2922100,,-,0,1353,cds-NP_417269.1,"UniProtKB/Swiss-Prot:Q46916,GenBank:NP_417269.1,ECOCYC:G7447,GeneID:947265",,NP_417269.1,CDS,,,,,gudP,,,b2789,gene-b2789,galactarate/D-glucarate transporter GudP,NP_417269.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2922535,2922984,,-,0,450,cds-NP_417270.1,"UniProtKB/Swiss-Prot:P65367,GenBank:NP_417270.1,ECOCYC:G7448,GeneID:947151",,NP_417270.1,CDS,,,,,yqcA,,,b2790,gene-b2790,putative flavodoxin YqcA,NP_417270.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2923002,2923784,,-,0,783,cds-NP_417271.1,"UniProtKB/Swiss-Prot:P0AA41,GenBank:NP_417271.1,ECOCYC:G7449,GeneID:947242",,NP_417271.1,CDS,,,,,truC,,,b2791,gene-b2791,tRNA pseudouridine(65) synthase,NP_417271.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2923784,2924113,,-,0,330,cds-NP_417272.1,"UniProtKB/Swiss-Prot:Q46919,GenBank:NP_417272.1,ECOCYC:G7450,GeneID:946027",,NP_417272.1,CDS,,,,,yqcC,,,b2792,gene-b2792,DUF446 domain-containing protein YqcC,NP_417272.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2924735,2925280,,-,0,546,cds-NP_417273.1,"UniProtKB/Swiss-Prot:P0A8U0,GenBank:NP_417273.1,ECOCYC:G7451,GeneID:947271",,NP_417273.1,CDS,,,,,syd,,,b2793,gene-b2793,SecY-interacting protein,NP_417273.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2925348,2926196,,+,0,849,cds-NP_417274.1,"UniProtKB/Swiss-Prot:Q46920,GenBank:NP_417274.1,ECOCYC:G7452,GeneID:947270",,NP_417274.1,CDS,,,,,queF,,,b2794,gene-b2794,7-cyano-7-deazaguanine reductase,NP_417274.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2926308,2927672,,+,0,1365,cds-NP_417275.1,"UniProtKB/Swiss-Prot:P0ADR8,GenBank:NP_417275.1,ECOCYC:EG12373,GeneID:947266",,NP_417275.1,CDS,,,,,ppnN,,,b2795,gene-b2795,nucleotide 5'-monophosphate nucleosidase,NP_417275.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2928229,2929518,,+,0,1290,cds-NP_417276.1,"UniProtKB/Swiss-Prot:P0AAD6,GenBank:NP_417276.1,ECOCYC:EG12142,GeneID:947264",,NP_417276.1,CDS,,,,,sdaC,,,b2796,gene-b2796,L-serine:H(+) symporter,NP_417276.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2929576,2930943,,+,0,1368,cds-NP_417277.1,"UniProtKB/Swiss-Prot:P30744,GenBank:NP_417277.1,ECOCYC:EG11623,GeneID:947262",,NP_417277.1,CDS,,,,,sdaB,,,b2797,gene-b2797,L-serine deaminase II,NP_417277.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2931055,2931810,,+,0,756,cds-NP_417278.4,"UniProtKB/Swiss-Prot:P38506,GenBank:NP_417278.4,ECOCYC:EG12372,GeneID:947256",,NP_417278.4,CDS,,,,,ygdG,,,b2798,gene-b2798,flap endonuclease,NP_417278.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2931865,2933013,,-,0,1149,cds-NP_417279.2,"UniProtKB/Swiss-Prot:P0A9S1,GenBank:NP_417279.2,ECOCYC:EG10351,GeneID:947273",,NP_417279.2,CDS,,,,,fucO,,,b2799,gene-b2799,L-1%2C2-propanediol oxidoreductase,NP_417279.2,11,,,,,,
NC_000913.3,RefSeq,CDS,2933041,2933688,,-,0,648,cds-NP_417280.1,"UniProtKB/Swiss-Prot:P0AB87,GenBank:NP_417280.1,ECOCYC:EG10348,GeneID:947282",,NP_417280.1,CDS,,,,,fucA,,,b2800,gene-b2800,L-fuculose-phosphate aldolase,NP_417280.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2934235,2935551,,+,0,1317,cds-NP_417281.1,"UniProtKB/Swiss-Prot:P11551,GenBank:NP_417281.1,ECOCYC:EG10352,GeneID:947487",,NP_417281.1,CDS,,,,,fucP,,,b2801,gene-b2801,L-fucose:H(+) symporter,NP_417281.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2935584,2937359,,+,0,1776,cds-NP_417282.1,"UniProtKB/Swiss-Prot:P69922,GenBank:NP_417282.1,ECOCYC:EG10349,GeneID:946195",,NP_417282.1,CDS,,,,,fucI,,,b2802,gene-b2802,L-fucose isomerase,NP_417282.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2937468,2938886,,+,0,1419,cds-NP_417283.2,"UniProtKB/Swiss-Prot:P11553,GenBank:NP_417283.2,ECOCYC:EG10350,GeneID:946022",,NP_417283.2,CDS,,,,,fucK,,,b2803,gene-b2803,L-fuculokinase,NP_417283.2,11,,,,,,
NC_000913.3,RefSeq,CDS,2938888,2939310,,+,0,423,cds-NP_417284.1,"UniProtKB/Swiss-Prot:P0AEN8,GenBank:NP_417284.1,ECOCYC:EG10355,GeneID:945842",,NP_417284.1,CDS,,,,,fucU,,,b2804,gene-b2804,L-fucose mutarotase,NP_417284.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2939368,2940099,,+,0,732,cds-NP_417285.1,"UniProtKB/Swiss-Prot:P0ACK8,GenBank:NP_417285.1,ECOCYC:EG10353,GeneID:946905",,NP_417285.1,CDS,,,,,fucR,,,b2805,gene-b2805,DNA-binding transcriptional activator FucR,NP_417285.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2940143,2941243,,-,0,1101,cds-NP_417286.1,"UniProtKB/Swiss-Prot:P0ADR6,GenBank:NP_417286.1,ECOCYC:EG11794,GeneID:947283",,NP_417286.1,CDS,,,,,rlmM,,,b2806,gene-b2806,23S rRNA 2'-O-ribose C2498 methyltransferase,NP_417286.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2941236,2941631,,-,0,396,cds-NP_417287.1,"UniProtKB/Swiss-Prot:P0ADR2,GenBank:NP_417287.1,ECOCYC:EG11793,GeneID:947279",,NP_417287.1,CDS,,,,,ygdD,,,b2807,gene-b2807,DUF423 domain-containing inner membrane protein YgdD,NP_417287.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2941650,2942567,,-,0,918,cds-NP_417288.1,"UniProtKB/Swiss-Prot:P0A9F6,GenBank:NP_417288.1,ECOCYC:EG11795,GeneID:947278",,NP_417288.1,CDS,,,,,gcvA,,,b2808,gene-b2808,DNA-binding transcriptional dual regulator GcvA,NP_417288.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2942918,2943145,,-,0,228,cds-NP_417289.2,"UniProtKB/Swiss-Prot:P65292,GenBank:NP_417289.2,ECOCYC:G7453,GeneID:947276",,NP_417289.2,CDS,,,,,ygdI,,,b2809,gene-b2809,DUF903 domain-containing lipoprotein YgdI,NP_417289.2,11,,,,,,
NC_000913.3,RefSeq,CDS,2943337,2944542,,+,0,1206,cds-NP_417290.1,"UniProtKB/Swiss-Prot:Q46925,GenBank:NP_417290.1,ECOCYC:G7454,GeneID:947275",,NP_417290.1,CDS,,,,,csdA,,,b2810,gene-b2810,cysteine sulfinate desulfinase,NP_417290.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2944542,2944985,,+,0,444,cds-NP_417291.1,"UniProtKB/Swiss-Prot:P0AGF2,GenBank:NP_417291.1,ECOCYC:G7455,GeneID:947274",,NP_417291.1,CDS,,,,,csdE,,,b2811,gene-b2811,sulfur acceptor protein CsdE,NP_417291.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2945036,2945842,,-,0,807,cds-NP_417292.1,"UniProtKB/Swiss-Prot:Q46927,GenBank:NP_417292.1,ECOCYC:G7456,GeneID:947291",,NP_417292.1,CDS,,,,,tcdA,,,b2812,gene-b2812,tRNA threonylcarbamoyladenosine dehydratase,NP_417292.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2946081,2947178,,-,0,1098,cds-NP_417293.1,"UniProtKB/Swiss-Prot:P0A935,GenBank:NP_417293.1,ECOCYC:G7457,GeneID:944964",,NP_417293.1,CDS,,,,,mltA,,,b2813,gene-b2813,membrane-bound lytic murein transglycosylase A,NP_417293.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2947757,2949010,,-,0,1254,cds-NP_417294.4,"UniProtKB/Swiss-Prot:P63883,GenBank:NP_417294.4,ECOCYC:G7458,GeneID:947293",,NP_417294.4,CDS,,,,,amiC,,,b2817,gene-b2817,N-acetylmuramoyl-L-alanine amidase C,NP_417294.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2949242,2950573,,+,0,1332,cds-NP_417295.1,"UniProtKB/Swiss-Prot:P0A6C5,GenBank:NP_417295.1,ECOCYC:EG10063,GeneID:947289",,NP_417295.1,CDS,,,,,argA,,,b2818,gene-b2818,N-acetylglutamate synthase,NP_417295.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2950635,2952461,,-,0,1827,cds-NP_417296.1,"UniProtKB/Swiss-Prot:P04993,GenBank:NP_417296.1,ECOCYC:EG10826,GeneID:947287",,NP_417296.1,CDS,,,,,recD,,,b2819,gene-b2819,exodeoxyribonuclease V subunit RecD,NP_417296.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2952461,2956003,,-,0,3543,cds-NP_417297.1,"UniProtKB/Swiss-Prot:P08394,GenBank:NP_417297.1,ECOCYC:EG10824,GeneID:947286",,NP_417297.1,CDS,,,,,recB,,,b2820,gene-b2820,exodeoxyribonuclease V subunit RecB,NP_417297.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2955996,2958884,,-,0,2889,cds-NP_417298.1,"UniProtKB/Swiss-Prot:P05458,GenBank:NP_417298.1,ECOCYC:EG10786,GeneID:947284",,NP_417298.1,CDS,,,,,ptrA,,,b2821,gene-b2821,protease 3,NP_417298.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2959060,2962428,,-,0,3369,cds-NP_417299.1,"UniProtKB/Swiss-Prot:P07648,GenBank:NP_417299.1,ECOCYC:EG10825,GeneID:947294",,NP_417299.1,CDS,,,,,recC,,,b2822,gene-b2822,exodeoxyribonuclease V subunit RecC,NP_417299.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2962441,2962764,,-,0,324,cds-NP_417300.1,"UniProtKB/Swiss-Prot:P08372,GenBank:NP_417300.1,ECOCYC:EG11154,GeneID:945797",,NP_417300.1,CDS,,,,,ppdC,,,b2823,gene-b2823,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC,NP_417300.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2962749,2963156,,-,0,408,cds-NP_417301.4,"UniProtKB/Swiss-Prot:P08370,GenBank:NP_417301.4,ECOCYC:EG11155,GeneID:944763",,NP_417301.4,CDS,,,,,ygdB,,,b2824,gene-b2824,DUF2509 domain-containing protein YgdB,NP_417301.4,11,,,,,,
NC_000913.3,RefSeq,CDS,2963153,2963716,,-,0,564,cds-NP_417302.1,"UniProtKB/Swiss-Prot:P08371,GenBank:NP_417302.1,ECOCYC:EG11156,GeneID:948985",,NP_417302.1,CDS,,,,,ppdB,,,b2825,gene-b2825,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB,NP_417302.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2963707,2964177,,-,0,471,cds-NP_417303.1,"UniProtKB/Swiss-Prot:P33554,GenBank:NP_417303.1,ECOCYC:EG12081,GeneID:945393",,NP_417303.1,CDS,,,,,ppdA,,,b2826,gene-b2826,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA,NP_417303.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2964361,2965155,,-,0,795,cds-NP_417304.1,"UniProtKB/Swiss-Prot:P0A884,GenBank:NP_417304.1,ECOCYC:EG11002,GeneID:949035",,NP_417304.1,CDS,,,,,thyA,,,b2827,gene-b2827,thymidylate synthase,NP_417304.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2965162,2966037,,-,0,876,cds-NP_417305.1,"UniProtKB/Swiss-Prot:P60955,GenBank:NP_417305.1,ECOCYC:EG12128,GeneID:947303",,NP_417305.1,CDS,,,,,lgt,,,b2828,gene-b2828,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,NP_417305.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2966188,2968434,,-,0,2247,cds-NP_417306.1,"UniProtKB/Swiss-Prot:P37177,GenBank:NP_417306.1,ECOCYC:EG12188,GeneID:947301",,NP_417306.1,CDS,,,,,ptsP,,,b2829,gene-b2829,phosphoenolpyruvate-protein phosphotransferase PtsP,NP_417306.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2968447,2968977,,-,0,531,cds-NP_417307.1,"UniProtKB/Swiss-Prot:P0A776,GenBank:NP_417307.1,ECOCYC:G7459,GeneID:947300",,NP_417307.1,CDS,,,,,rppH,,,b2830,gene-b2830,RNA pyrophosphohydrolase,NP_417307.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2969330,2969476,,-,0,147,cds-YP_009518810.1,"GenBank:YP_009518810.1,ECOCYC:G0-10601,GeneID:5061519",,YP_009518810.1,CDS,,,,,ygdT,,,b4610,gene-b4610,YgdT,YP_009518810.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2969662,2970351,,+,0,690,cds-NP_417308.1,"UniProtKB/Swiss-Prot:P06722,GenBank:NP_417308.1,ECOCYC:EG10624,GeneID:947299",,NP_417308.1,CDS,,,,,mutH,,,b2831,gene-b2831,DNA mismatch repair protein MutH,NP_417308.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2970420,2971133,,+,0,714,cds-NP_417309.1,"UniProtKB/Swiss-Prot:P67127,GenBank:NP_417309.1,ECOCYC:G7460,GeneID:947295",,NP_417309.1,CDS,,,,,ygdQ,,,b2832,gene-b2832,PF03741 family inner membrane protein YgdQ,NP_417309.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2971271,2971489,,+,0,219,cds-NP_417310.1,"UniProtKB/Swiss-Prot:P65294,GenBank:NP_417310.1,ECOCYC:G7461,GeneID:947304",,NP_417310.1,CDS,,,,,ygdR,,,b2833,gene-b2833,DUF903 domain-containing lipoprotein YgdR,NP_417310.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2971597,2972637,,+,0,1041,cds-NP_417311.1,"UniProtKB/Swiss-Prot:P0A9T4,GenBank:NP_417311.1,ECOCYC:G7462,GeneID:947306",,NP_417311.1,CDS,,,,,tas,,,b2834,gene-b2834,putative NADP(H)-dependent aldo-keto reductase Tas,NP_417311.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2972669,2973862,,-,0,1194,cds-NP_417312.1,"UniProtKB/Swiss-Prot:P39196,GenBank:NP_417312.1,ECOCYC:EG12455,GeneID:947317",,NP_417312.1,CDS,,,,,lplT,,,b2835,gene-b2835,lysophospholipid transporter,NP_417312.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2973855,2976014,,-,0,2160,cds-NP_417313.1,"UniProtKB/Swiss-Prot:P31119,GenBank:NP_417313.1,ECOCYC:EG11679,GeneID:947315",,NP_417313.1,CDS,,,,,aas,,,b2836,gene-b2836,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase,NP_417313.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2976599,2977630,,+,0,1032,cds-NP_417314.1,"UniProtKB/Swiss-Prot:P03024,GenBank:NP_417314.1,ECOCYC:EG10364,GeneID:947314",,NP_417314.1,CDS,,,,,galR,,,b2837,gene-b2837,DNA-binding transcriptional dual regulator GalR,NP_417314.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2977637,2978899,,-,0,1263,cds-NP_417315.1,"UniProtKB/Swiss-Prot:P00861,GenBank:NP_417315.1,ECOCYC:EG10549,GeneID:947313",,NP_417315.1,CDS,,,,,lysA,,,b2838,gene-b2838,diaminopimelate decarboxylase,NP_417315.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2979021,2979956,,+,0,936,cds-NP_417316.1,"UniProtKB/Swiss-Prot:P03030,GenBank:NP_417316.1,ECOCYC:EG10551,GeneID:947311",,NP_417316.1,CDS,,,,,lysR,,,b2839,gene-b2839,DNA-binding transcriptional dual regulator LysR,NP_417316.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2979943,2980635,,-,0,693,cds-NP_417317.1,"UniProtKB/Swiss-Prot:P03813,GenBank:NP_417317.1,ECOCYC:EG11157,GeneID:947348",,NP_417317.1,CDS,,,,,ygeA,,,b2840,gene-b2840,amino acid racemase YgeA,NP_417317.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2980764,2982182,,-,0,1419,cds-NP_417318.1,"UniProtKB/Swiss-Prot:P0AE24,GenBank:NP_417318.1,ECOCYC:EG10056,GeneID:947341",,NP_417318.1,CDS,,,,,araE,,,b2841,gene-b2841,arabinose:H(+) symporter,NP_417318.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2982497,2983258,,-,0,762,cds-NP_417319.1,"UniProtKB/Swiss-Prot:P37769,GenBank:NP_417319.1,ECOCYC:EG12361,GeneID:947323",,NP_417319.1,CDS,,,,,kduD,,,b2842,gene-b2842,2-keto-3-deoxy-D-gluconate dehydrogenase,NP_417319.1,11,,,,,,
NC_000913.3,RefSeq,CDS,2983288,2984124,,-,0,837,cds-NP_417320.1,"UniProtKB/Swiss-Prot:Q46938,GenBank:NP_417320.1,ECOCYC:G7463,GeneID:947319",,NP_417320.1,CDS,,,,,kduI,,,b2843,gene-b2843,5-dehydro-4-deoxy-D-glucuronate isomerase,NP_417320.1,11,,,,,,
